A,B
39,0.7573932834027498
38,0.10993672673457233
81,0.8540791315932174
0,0.17069980545112995
10,0.06867907290784758
91,0.09775327175316417
56,0.5573755928763429
88,0.2918735405623888
49,0.9609543230755714
22,0.8526765924120572
30,0.8033077478272528
93,0.8096384662616917
41,0.8906773277845262
98,0.8652101099563704
6,0.9282075631059327
15,0.9343663229817036
89,0.29832132555804225
59,0.21956416973660497
1,0.6430981311521917
0,0.123331214925395
47,0.21114511373252998
11,0.7729566723522449
68,0.649335427758123
36,0.6508519552883159
31,0.9506384961859669
8,0.6676244613727844
98,0.4308071478953952
18,0.28033243404693065
47,0.3385553822540144
79,0.2778134839836728
2,0.03498806508071095
19,0.2615740222827303
23,0.8353700679620378
53,0.7282289927772997
32,0.6218382488876297
23,0.9022053661553857
74,0.26412504205773546
71,0.5776844407878399
35,0.03132642436005317
37,0.8920065454614013
83,0.4477369461516445
98,0.17787142993123617
88,0.23931661770525825
98,0.8482390783296475
24,0.10880616329778392
92,0.9252027440280625
17,0.3734626557914974
81,0.25108526486235105
65,0.3318586937448189
53,0.40898321982143426
34,0.5481131289020319
79,0.5868074942897048
60,0.44781927508636965
40,0.44636390790125846
99,0.2852997858078681
32,0.3838097597433485
67,0.4671383377594607
32,0.5975880235625632
13,0.13069987900543634
20,0.7639737946224304
47,0.6805712306998642
19,0.29876784978359483
7,0.45934394225906183
6,0.9469289813292784
66,0.020477382140234313
16,0.8113515984638677
32,0.5117247049985317
47,0.6188124919542186
75,0.6845325602172624
58,0.45602018932103194
85,0.19185960190220752
21,0.9095905649474766
29,0.740190756149783
37,0.5595896982706476
50,0.4484563893258351
53,0.4993316283558479
7,0.8235382080304637
26,0.012503406860986055
26,0.865334994085471
97,0.04675197313731183
20,0.6159130664662883
29,0.3331225724836696
96,0.678236279375819
27,0.08554291592996288
63,0.556232545412449
96,0.855234217493191
68,0.49463785997049536
60,0.08434660185123666
47,0.03737842475507569
18,0.6212013488102055
3,0.06953057612414115
34,0.07128887210811641
63,0.42543950601072855
48,0.20950831858953167
16,0.20419589410671013
43,0.4809762149456699
91,0.2808017273214275
29,0.2192664942115845
92,0.5144144882894499
45,0.2908837392389646
5,0.08022043531638945
98,0.6827390706070622
36,0.5856080205370945
23,0.21211713909193053
92,0.5822463994478725
45,0.9555896609734708
52,0.956478550717304
94,0.5319424103245269
98,0.09802971603291089
59,0.4581855287065817
96,0.02698338365163211
62,0.4152012799751491
84,0.9094188350372621
31,0.4674436907406102
86,0.5504873806392211
32,0.15803650252481594
66,0.015650652232143236
17,0.9933839887655749
24,0.33825727599616595
94,0.27934998249551546
53,0.5712816532238703
57,0.7453185330222183
66,0.25140779799699997
45,0.5241238498885746
23,0.33263562553531034
31,0.4809655076830037
46,0.16130991377323012
85,0.5101182798776449
22,0.047347002733202026
65,0.8399973337741988
26,0.6276596466245299
1,0.9414904308480029
89,0.5997319144454286
16,0.18216608423243796
32,0.48405075971719336
8,0.6646954268241627
42,0.3742233415152789
47,0.5526496803435799
38,0.16268851112319915
92,0.7771241584188472
41,0.9095299689360541
25,0.31487657823098647
98,0.7933313883855585
49,0.09194552677390466
24,0.24670449027101404
23,0.46187006645542816
12,0.38640712412950906
59,0.6196257858927499
6,0.562984995992173
56,0.0872719850418815
35,0.1316944058870061
44,0.051711627361090806
19,0.9526067161621921
64,0.6453442444845857
7,0.8555843954190157
15,0.5412638824270182
13,0.19383818727885893
75,0.6266008797459321
86,0.5053389300922474
14,0.4081923354558905
91,0.3718052812450511
97,0.6500765194840603
65,0.6177616529946296
31,0.15156595803891315
86,0.81622205383446
62,0.6360912449775816
85,0.5358084664073437
50,0.7489175202765641
24,0.15366636672281764
57,0.9197161658267828
62,0.2705872046339892
61,0.2627573730611178
21,0.8149025513261611
57,0.3339912051558813
57,0.8307082212769569
85,0.32800987490248634
48,0.550687983978904
51,0.23084494278710976
41,0.7315203705938405
69,0.16694110381430005
14,0.8994314860954712
53,0.3716488304234865
59,0.4715744816412769
96,0.02402189383677167
7,0.9757899660856878
52,0.813175319768353
59,0.44700890726796205
4,0.9202613390774264
67,0.9310596358226887
5,0.5330521216282699
95,0.2338507914733705
93,0.4871103346434529
46,0.3247986070941764
98,0.44798562901059724
54,0.9113920307880753
39,0.28183458592907706
51,0.8389667946854403
15,0.9353010541718577
12,0.8050527875450753
29,0.5272533436388768
18,0.5639773121203394
16,0.819634995719953
62,0.04450081347360313
18,0.7359299907868354
91,0.5288674881796421
57,0.3971374429284489
54,0.766927680682827
89,0.26624722768987485
89,0.8955337277145653
61,0.6884877783140381
22,0.6101555896352644
8,0.5231202941988491
11,0.212757658630509
0,0.6169449595305447
57,0.7249139803524669
0,0.011689717863559324
33,0.36641914766720185
95,0.8324640972876539
47,0.6322107934367825
88,0.6152704384238086
0,0.22861268512263366
15,0.6320887334765307
60,0.7861500672955101
63,0.40175638486251175
62,0.18209214534304685
68,0.07727425829522794
21,0.5056956664484349
92,0.6838585931499565
66,0.16263926092975578
75,0.4214436249546587
25,0.5686432091443747
15,0.1558584239033678
50,0.2698899531093465
85,0.6084133860861324
56,0.7250239406185391
28,0.6359934043418971
77,0.7136342123503726
91,0.5815044788750149
68,0.8358329113838208
46,0.8267359708714761
93,0.7962475338544346
61,0.575458122131831
68,0.9941302019380817
75,0.039112013818597746
15,0.19565309990488744
89,0.8088772930153707
89,0.826292518921524
47,0.8187528212410645
84,0.872713936059417
38,0.42260793607617086
99,0.9318335219365337
32,0.209170478324485
93,0.9369484890451079
22,0.5566785196251149
9,0.16388407215584788
68,0.7360771069630337
99,0.29587926530253505
33,0.2204575831355009
51,0.17207526969329545
94,0.029405314036131003
9,0.7646540134633554
18,0.4865042728662444
57,0.9787321469668078
95,0.4392715708882978
0,0.8433505485365966
68,0.968094633034968
3,0.02246206962439079
15,0.10531889064984357
23,0.3478637697818233
79,0.870116187772296
1,0.8379504467636631
91,0.3667350240852151
31,0.19990403074110918
90,0.8023208818159056
83,0.5969145890621811
23,0.03160046733992883
11,0.8042159327204306
49,0.956960866359293
34,0.042086991649347594
32,0.28587360281501906
32,0.8194649758479372
60,0.5846496826863526
50,0.9893562246604741
42,0.9155030040013848
11,0.1782715463258302
66,0.6740282646394133
64,0.6532869800752866
32,0.11085727955518776
39,0.08951893664500477
73,0.5694441170406772
42,0.40297313018379344
43,0.5454459152092676
28,0.2388284549093096
12,0.5566630351737095
11,0.38339530180422543
94,0.8875375179937234
45,0.3060866626622303
1,0.870834554126059
34,0.3899923627535231
86,0.578165888621955
80,0.2863770402097462
89,0.8090889502596911
7,0.8436465540097741
92,0.8090503772174257
25,0.6398364724874087
73,0.30478409730837486
89,0.6364882997680371
33,0.9595116774169103
6,0.6483853537826265
67,0.9563930075226449
57,0.3045804527421032
74,0.8460010706679064
28,0.7184684836356346
35,0.819204086633173
88,0.7107629667221267
20,0.4803628651706435
35,0.6865749800288384
9,0.9320899127098419
72,0.4175411838304244
23,0.9517452922729608
63,0.0493999865925564
98,0.01417268193799115
48,0.49380285272585867
98,0.8485129521578092
35,0.2478353593303696
81,0.6934238558478305
95,0.546904970873308
23,0.29079510898186156
22,0.2857933937221768
61,0.07327620077727193
95,0.5362140230741099
36,0.4501409133320443
11,0.28942301829800854
54,0.970432358370027
12,0.818474749048009
22,0.5249508423024674
88,0.5217042482234485
98,0.19361168488586467
29,0.6491272371372258
16,0.9536354932363338
61,0.8982895107607706
83,0.08477102725510055
88,0.05309719064580909
85,0.9612450460281583
12,0.1999058453436071
58,0.5504140873712731
18,0.07470980594293297
48,0.8432975574322864
99,0.11786451158659828
11,0.6437571480993103
60,0.056627980179349
18,0.1566718764438576
75,0.5121410776433252
8,0.04568525843906346
70,0.19561277372189856
27,0.1361723032091665
77,0.040575030788500444
94,0.9709967702164126
51,0.4501662835127005
82,0.858935824585478
15,0.3582227592537587
68,0.042591969484754744
98,0.695653771130551
11,0.038754191227936996
24,0.5527822218009774
51,0.13911201722153954
84,0.6708169732531327
99,0.8927039025138329
52,0.9557638056834511
22,0.5277763513504874
15,0.5327037214920525
56,0.03827904682605188
38,0.7698761428789026
52,0.9562084155287296
41,0.43823412382057525
57,0.7936920969109724
38,0.7974564902529456
13,0.7857008567790105
94,0.7586809663987906
4,0.21509673667359563
34,0.751424870163106
86,0.1443953811426587
92,0.712503036424561
74,0.00353878782163497
17,0.9188250381679132
75,0.827388811793592
8,0.6829634607290247
73,0.09446777906975468
57,0.8249885515593165
16,0.8751738143940646
6,0.6879878035234844
45,0.9758866341067728
12,0.09287936845728872
39,0.7086495819268754
41,0.5247960346509216
8,0.14560612881076818
49,0.6584141132768266
26,0.7995282251267609
65,0.1647482411411867
4,0.7934907105441765
28,0.09297062266970546
36,0.5914001110406538
37,0.7984701094378824
82,0.14595683414299154
7,0.5715190947145378
64,0.4248782139325751
85,0.6072753871796142
16,0.42422170040996476
70,0.2509118689221046
88,0.25381089902637477
44,0.8647001870307227
3,0.15645431795312237
35,0.12311425121332797
69,0.09707914370546211
30,0.07415476634728724
18,0.014492189111818043
60,0.16040583596478875
53,0.19272743490335054
38,0.2697240602612736
90,0.12403948013757915
73,0.09415585392028991
89,0.5414767257001557
18,0.7186864427149058
38,0.6301871773665716
66,0.5567063689611975
44,0.44056377214499676
12,0.6339802481057929
91,0.9018667707279968
57,0.6274184214806877
19,0.06086108199470874
91,0.5704188883132233
71,0.5242144580716239
60,0.45202324751568
38,0.5687953100031541
0,0.672617662805434
2,0.037260093097784996
76,0.4802008939925013
91,0.8172280331031875
61,0.5307772030827502
62,0.06785778951771682
24,0.7750699910960955
55,0.9413315573960471
32,0.8518439579993276
37,0.3625687995640844
5,0.53482383868545
57,0.5913121563637304
43,0.7157985863286739
44,0.666068791706841
31,0.19907146656826913
44,0.843038389764221
60,0.8491823932278791
46,0.4043515735784632
20,0.13091469920929277
79,0.6085667462586574
84,0.35725992793701056
74,0.7413906287144535
35,0.3156571051090822
98,0.26299927582891225
18,0.8677103715760776
19,0.6158205355576581
56,0.08599164334891518
17,0.6893628472487631
46,0.7527335514013053
48,0.23520361343330687
13,0.967656347628024
14,0.37285824655741817
30,0.9405738497374001
0,0.29361692341972667
53,0.6091959811824065
2,0.5175698656364626
15,0.9921585439371583
86,0.40835560934059445
56,0.17929066347870692
74,0.8332088631001625
11,0.04204416186379001
73,0.8849560288420035
95,0.11058949341845148
15,0.5720124379700259
71,0.7134153177216462
75,0.33632334059448654
23,0.8447414399072858
27,0.5937049693956651
7,0.39515589037219034
91,0.3253635301229054
35,0.11200823635565582
89,0.6403635609608673
7,0.36404294633312684
57,0.3205605485389965
59,0.9499479823858038
49,0.27279758902420426
27,0.8765651106968745
91,0.9748960221025991
40,0.8227399488268741
99,0.019517063262466827
63,0.8686239900391372
26,0.21341533721810513
62,0.3532776258508198
16,0.9915831928618193
72,0.4049778594456094
32,0.65483489067482
83,0.3107191871312145
76,0.36942866866833035
91,0.5976253284562725
28,0.9482857457515831
12,0.28245556479775613
45,0.2473660070431437
34,0.02627456031378128
5,0.20210880331197656
81,0.2624125548696107
68,0.0628757569783529
46,0.5636087787025711
24,0.12676436057506824
65,0.5110763989919864
9,0.18898131907785165
55,0.9357255016134927
29,0.3070975617012994
4,0.09292847481624544
32,0.8361543253914008
64,0.4020363771903328
17,0.8201209154888203
95,0.3124895831368173
48,0.5000377757737882
10,0.44535730214012414
84,0.5579063506309532
25,0.40165118535141064
62,0.496802150626242
88,0.6793275175924675
85,0.4146827782946909
58,0.684404746420473
26,0.7143019192182636
48,0.7489267656439594
76,0.47093683604060055
32,0.003790080438445975
97,0.753511072664483
98,0.9090851179232865
0,0.6526178754545597
20,0.5245470241127357
54,0.5595913257775841
5,0.6408117587256512
91,0.9985246449493714
80,0.06205593784212471
68,0.021182897253821387
94,0.9641679798548716
4,0.4404746378390567
2,0.6123536933195347
52,0.753440944819338
22,0.7420962301667162
52,0.647194193134722
36,0.47189153801389183
73,0.5760782509111123
73,0.7296460163159877
82,0.8508145164357191
16,0.12730404705016618
84,0.27795860462031585
77,0.39759475910666453
72,0.665498262669918
0,0.39567141468796496
50,0.23888504745049632
44,0.03314297977827274
76,0.8425079412233755
3,0.4189337629211216
61,0.32922899891564283
64,0.5308262211269705
31,0.12291978669292214
33,0.39735835809715647
91,0.75178573799957
94,0.7361174491492485
71,0.7718963632997901
38,0.46741709210222904
25,0.36891372423754754
33,0.831440498555537
53,0.17329103788778633
2,0.7251377801454165
49,0.8879472934965286
11,0.2861522782941136
64,0.19779542221686552
53,0.5125246047037462
4,0.21639068191539768
93,0.8707685182029015
93,0.24441690100751923
56,0.31396592146376723
16,0.8884195415912142
46,0.2056216199692914
22,0.884784025866664
78,0.20980295939683946
84,0.9118056614440212
13,0.3176419030961477
65,0.24623459146816562
74,0.47718977101398297
50,0.3692235033229837
37,0.2017496870382438
63,0.3383537980893472
97,0.7132293432218552
37,0.831900638090606
49,0.8207618315441728
97,0.7568172484004919
81,0.005435152485191441
29,0.4266039471220747
78,0.16897217763132544
90,0.07347582588372925
50,0.7358820482340662
62,0.793479870425539
97,0.8146166468247502
51,0.8903107953631122
37,0.5900481909412298
96,0.9981297998052177
87,0.4837226403118411
78,0.8834989988807475
29,0.11294076490298144
50,0.14892350059542814
80,0.5903494445741644
4,0.12413477192173794
28,0.07530063817259625
3,0.19606463220628256
9,0.7875368648371562
55,0.927458005346795
16,0.33346732244053423
73,0.9747558404792268
16,0.8095504663298836
83,0.22610771662955986
87,0.5861149989869856
68,0.9817934146013452
33,0.8487858128240312
5,0.363359082789647
52,0.3063229351621889
65,0.8192541482490389
76,0.5491651967315707
42,0.1634425153308141
74,0.3278325583838114
22,0.6618129773737526
54,0.15315888413930367
79,0.6987162074067506
94,0.7099287614675898
74,0.2707463549613389
15,0.39803057183178436
7,0.9354506645712664
3,0.7491757878149635
3,0.7878106555662223
55,0.5162651897723661
24,0.21313993085084493
66,0.5912559126168473
95,0.7721042901500023
66,0.0038832642379781346
26,0.11377625326550966
92,0.47429411575807845
31,0.4371961474432654
49,0.9822830457949858
60,0.09215290059722303
50,0.3236863625487819
18,0.8151104275461831
20,0.6124275936363641
4,0.5616144412331372
81,0.7412010385838265
91,0.03998301055573561
41,0.9474916983672234
60,0.19126394937673552
21,0.08183752680265921
20,0.33895357757241895
69,0.7023562326336653
0,0.23148325165839678
4,0.049861237129968705
11,0.05741284650090861
89,0.2565770201011325
45,0.13527385555252036
33,0.37243311048163086
48,0.17307308404945798
77,0.34431433768409647
89,0.4444871308094971
44,0.7425392082506409
26,0.22739952687216092
72,0.4750637739201018
25,0.8153551925112322
46,0.9863771895474096
85,0.5573061700965334
55,0.4323203672837469
93,0.6315331291787107
62,0.4862956605546833
47,0.16475664254342715
60,0.4594471820740579
80,0.9791003059199608
25,0.6404286463246199
35,0.28343225890538004
0,0.9471460063656416
7,0.3885816530866384
98,0.39012137643236267
51,0.616599492032068
78,0.5689737163953161
46,0.29043657146925206
55,0.46708032466195837
85,0.3325130256104649
13,0.7377804506899652
89,0.12250286644162844
27,0.7502511299527337
86,0.16116702531299398
77,0.3059819914089036
87,0.33333178737136704
1,0.9904121754603996
25,0.5898219847365176
13,0.7775541923222565
58,0.5553779838294793
55,0.9831579690084635
6,0.1773813512461817
2,0.6048741293313153
22,0.7973820672427258
17,0.6285561427135359
37,0.8969361844312861
98,0.6007079813871989
14,0.8264385489766092
63,0.17579712436995376
88,0.2620638943503272
27,0.4440685773895937
73,0.8516177118347076
38,0.4265593920686408
56,0.6274589377341816
16,0.3958116019202941
85,0.8057203891170975
89,0.20028758624801335
43,0.5937694780399555
24,0.5778901883382669
16,0.40324182517598717
12,0.7051280566077801
83,0.028476608024549654
24,0.8414999885565322
67,0.3479652295722554
9,0.7930225695748532
66,0.30505949158535217
17,0.1879064670961622
99,0.3894894730848725
85,0.7973669529903753
33,0.7035180352854723
7,0.40103120186597196
39,0.9378687244109507
82,0.4087761858508744
41,0.3507527282933419
40,0.14471891095412048
5,0.0702786457452288
51,0.3499024038514832
25,0.09200218620062695
63,0.46263495788875353
97,0.8600095437150299
58,0.47611665269472725
55,0.48058097827158575
58,0.25344062096656506
69,0.1662955759483966
32,0.22232885851067596
52,0.5679884795511596
21,0.591793114394393
20,0.2201877926756184
69,0.39892037423168236
69,0.5686826843865062
3,0.7604620385099504
93,0.3197693600424364
74,0.27135692001523937
61,0.7304669993217747
61,0.5138121707376775
93,0.8567465911944677
94,0.21100302038731777
23,0.7709428760912498
54,0.16203350741750944
8,0.5847712444967795
2,0.2836337083146864
30,0.10109095759958875
39,0.6167646045671427
35,0.5067989598960614
23,0.48598018854624214
94,0.5925194274537886
5,0.37243721745505676
65,0.670167561752145
83,0.13084373093850976
91,0.7149714836366611
74,0.5798137142806981
3,0.48647264003579127
78,0.12765039996792482
5,0.27826447949662336
93,0.29529657861958203
50,0.2338126539099349
61,0.9541797265204024
56,0.9156415578490432
65,0.5461332138392505
78,0.2056725832402233
74,0.9111383650729892
7,0.749406532856174
25,0.03877183895403713
50,0.49071152173649357
44,0.6049446231076604
43,0.06647336406342763
4,0.049831031155724625
69,0.4635239584851806
25,0.0019517133376276696
67,0.046835559411136374
18,0.16513766381193984
83,0.9099707740291122
96,0.7662835270127075
19,0.45042600423728674
11,0.479205667473663
46,0.686024549105935
0,0.47438653632481276
89,0.06392510884689673
13,0.7387313750670096
63,0.05774982564429976
37,0.4860931324480291
36,0.8617075095976566
10,0.11737970002803344
99,0.7066279124720684
76,0.04632792555107412
2,0.9930596184793841
32,0.6820863803221492
5,0.9689896188867366
49,0.6682239646072395
9,0.24228314025218356
4,0.9263645136096023
22,0.626670184829193
9,0.5759370506078472
43,0.42911189299692754
1,0.28459390940853635
12,0.5300695696469587
39,0.366057708811218
1,0.854024404356883
83,0.028798541967757108
64,0.5300914848769988
62,0.8365648885727306
72,0.027606371382983275
16,0.28230267626484573
8,0.051522556634388095
74,0.5950037698115432
14,0.3167360743917321
23,0.9597300379159257
37,0.6162936059356734
34,0.5618020046905091
93,0.9172397653455634
94,0.2235754060709163
48,0.5622422595228076
68,0.542782634958325
61,0.08211423431093612
59,0.932059786373956
49,0.700234732261908
77,0.8881058496798795
74,0.9825373869016237
8,0.47965396229812984
33,0.8036598420860968
75,0.5775597355853479
98,0.9771230488029521
34,0.2472235841076874
0,0.013817170990364613
39,0.1859475712672245
63,0.1280187820087565
21,0.43695231132855816
59,0.07741020374939178
63,0.2201977371397733
92,0.096265880524817
71,0.4867527782580384
10,0.26677707208630164
13,0.4710072981786154
59,0.08888810004447667
29,0.5168706660150371
34,0.13006920185788062
84,0.0993464514203597
36,0.3100195506557517
4,0.874417476462594
82,0.788521402927364
77,0.9591498022993508
25,0.4601952643851598
61,0.31244142302970046
3,0.9709067318565966
88,0.3817680782678512
41,0.009103406217130905
88,0.820108613811749
17,0.1692105409665826
39,0.7179124285673626
71,0.01512189045236012
38,0.11099016410946616
13,0.483563553295816
31,0.06789802647982623
50,0.8886308956869862
37,0.749869061268564
96,0.3281853120201699
22,0.5975204143967034
62,0.7155267352531023
14,0.7553991886279119
96,0.39567595448787807
24,0.8988002207361929
16,0.9417847300469746
96,0.1957152512260174
65,0.9112387997391095
77,0.7126805110023418
52,0.8881380641373822
50,0.4247542682438884
38,0.6611975415702604
50,0.2353797782522461
69,0.7511017523966906
5,0.5817335031470912
66,0.4809451118894019
6,0.6926816102729305
50,0.5523452711265574
71,0.7653548721730844
41,0.858436066815243
63,0.8006063044549034
14,0.30750663151092217
28,0.9761192135636356
32,0.6497412629125184
93,0.32346647608386725
26,0.04258087527660481
35,0.9880964097028249
28,0.5990173934427725
37,0.22754026250684345
56,0.4911238011176797
96,0.39754048028095157
26,0.951365239697479
54,0.49266094517428216
32,0.4846676654906025
67,0.7945997077222845
85,0.3909115646636563
65,0.19651834837675164
9,0.7683987019292634
4,0.9101086379505067
73,0.045726248829600635
96,0.8599000609130977
37,0.4378631958174807
12,0.28913347787944776
30,0.039180337165475976
46,0.20552276985761142
99,0.3328698009184601
87,0.07068424259193229
51,0.18879006495366557
55,0.7368404424021281
14,0.6868608162329464
28,0.7698389172392538
7,0.16525778032348093
4,0.04303016652794245
28,0.46858987123909435
46,0.3427847351071537
67,0.7767330799537848
75,0.5388267592294684
44,0.9311803099044244
1,0.06120639096181202
26,0.3636763652931304
94,0.4052406014353258
35,0.12588943406002895
35,0.5830158814917501
25,0.040202444729082965
42,0.7127251285519717
26,0.03744316076552279
68,0.8734720559435075
19,0.06502697157865123
10,0.45634941484505565
73,0.15538539882185887
37,0.1331222451504278
5,0.7212156891979681
71,0.7742510419425093
22,0.7391990870849491
46,0.403991851264783
89,0.9907860371289103
45,0.3399689175865056
11,0.24527956114526395
89,0.9965054216462622
12,0.9772768052801333
61,0.591835974484738
81,0.20903917828650476
88,0.23849884891970552
96,0.5208854450927766
59,0.7761032042660363
42,0.07745414440303655
75,0.6876704005373576
99,0.10311084932451497
67,0.8441107444098314
4,0.5321182222463141
36,0.9896940904693412
71,0.7529822322281703
91,0.49722865738103483
30,0.14117714944129822
8,0.5423956527359433
50,0.11444473611223438
28,0.9051623998820896
77,0.23006774929063922
39,0.8653666801841154
40,0.30390255666730637
85,0.22189856726302892
10,0.30423613872833677
22,0.7075541572400273
0,0.5252155689941381
45,0.1074724873831101
20,0.13705901725934633
89,0.37852967263650106
35,0.33854351831368346
53,0.8517354114060138
86,0.5722531904898233
56,0.18671498608817938
0,0.028342999150862025
62,0.10236310557969308
53,0.7004116834099612
54,0.8470972670277709
39,0.7825380029049656
14,0.789875475575091
20,0.2609609460810679
46,0.9890860318483005
72,0.08640853681058402
52,0.8210953368618649
8,0.09681727394785755
73,0.26753130469606845
51,0.4954140281669046
56,0.05334077076399646
25,0.39417134544322485
40,0.3501143821948678
34,0.6471720817633897
62,0.7180134302196016
24,0.09049530043077436
89,0.03806847883423958
74,0.7758913223650805
37,0.5279913870992339
